RefID,Title,Author,MedlineID,Journal,DateEntered,InternalAnno,AnnoCode,CometSubtypes,IncludeNS3Pos36_175,IncludeNS5APos26_93,Includes S282,Includes S282 + 4 other RAS positions,Includes S282 + 5 other RAS positions,Includes S282 + all positions
313,New natural intergenotypic (2/5) recombinant of hepatitis C virus,"Legrand-Abravanel,F., Claudinon,J., Nicot,F., Dubois,M., Chapuy-Regaud,S., Sandres-Saune,K., Pasquier,C. and Izopet,J.",17267503,"J. Virol. 81 (8), 4357-4362 (2007)",2026-02-15,,,2j,1,1,1,1,1,1
314,Characterization of a new natural intergenotypic (2/5) recombinant of Hepatitis C virus,"Legrand-Abravanel,F., Claudinon,J., Nicot,F., Dubois,M., Chapuy-Regaud,S., Sandres-Saune,K., Pasquier,C. and Izopet,J.",,Unpublished,2026-02-15,,,2j,1,1,1,1,1,1
315,Safety and efficacy of sofosbuvir-velpatasvir-voxilaprevir for re-treatment of chronic hepatitis C virus infection in patients with previous direct-acting antiviral treatment failure in Rwanda (SHARED-3): a single-arm trial,"Gupta,N., Manirambona,L., Shumbusho,F., Kabihizi,J., Murangwa,A., Serumondo,J., Makuza,J.D., Nsanzimana,S., Muvunyi,C.M., Mukabatsinda,C., Musabeyezu,E., Camus,G., Grant,P.M. and Kateera,F.",35248212,"Lancet Gastroenterol Hepatol 7 (6), 542-551 (2022)",2026-02-15,,,4b; 4c; 4k; 4q; 4r; 4v,48,57,29,9,9,9
316,A novel hepatitis C virus genotype 4 subtype identified by next generation sequencing full-genome characterization in a patient from Saudi Arabia,"Di Stefano,M., Ismail,M., Leitner,T., Faleo,G., Alwazzeh,M.J., Mbisa,J.L., Fiore,J.R. and Santantonio,T.A.",,Front Microbiol (2023) In press,2026-02-15,,,4a,1,1,1,1,1,1
317,Direct Submission,"Lu,J., Jiang,Y., Zhao,H., Zhang,F., Zhang,Y., Wu,J., Xu,C., Lin,X., Liu,X. and Wang,Y.",,Submitted (20-NOV-2010) State Key Laboratory for M,2026-02-15,,,1b,1,1,1,1,1,1
318,Sequence diversity of hepatitis C virus 6a within the extended interferon sensitivity-determining region correlates with interferon-alpha/ribavirin treatment outcomes,"Zhou,D.X., Chan,P.K., Zhang,T., Tully,D.C. and Tam,J.S.",20624431,"Virus Res. 153 (1), 44-49 (2010)",2026-02-15,,,6a,14,14,14,14,14,14
319,Direct Submission,"Xia,X., Feng,Y., Liu,J., Li,J., Wang,B., Liu,Y., Liu,L. and Qin,W.",,Submitted (15-APR-2023) Faculty of Life Science an,2026-02-15,,,6w,1,1,1,1,1,1
320,"Modulation of hepatitis C virus NS5A hyperphosphorylation by nonstructural proteins NS3, NS4A, and NS4B","Koch,J.O. and Bartenschlager,R.",10438800,"J. Virol. 73 (9), 7138-7146 (1999)",2026-02-15,,,1b,1,1,1,1,1,1
321,The full-length genome sequences of nine HCV genotype 4 variants representing a new subtype 4s and eight unclassified lineages,"Lu,L., Xu,Y., Yuan,J., Li,C. and Murphy,D.G.",25854865,"Virology 482, 111-116 (2015)",2026-02-15,,,4a; 4k; 4v,10,10,10,10,10,10
322,Direct Submission,"Sasinovich,S., Prilipov,A., Tallo,T., Isaguliants,M., Znoiko,O., Dudina,K. and Klimova,E.",,Submitted (29-OCT-2014) Department of Microbiology,2026-02-15,,,1b,0,14,0,0,0,0
323,Direct Submission,"Xia,X., Feng,Y., Jia,Y., Yue,W., Gao,Q., Tao,R., Zhang,Y., Fu,X. and Liu,L.",,Submitted (09-MAY-2021) Faculty of Life Science an,2026-02-15,,,6l,8,8,8,8,8,8
324,TMORF,"TANAKA,T.",,Unpublished,2026-02-15,,,1b,1,1,1,1,1,1
325,Eight novel hepatitis C virus genomes reveal the changing taxonomic structure of genotype 6,"Wang,H., Yuan,Z., Barnes,E., Yuan,M., Li,C., Fu,Y., Xia,X., Li,G., Newton,P., Vongsouvath,M., Klenerman,P., Pybus,O.G., Murphy,D., Abe,K. and Lu,L.",23015745,"J. Gen. Virol. 94 (1), 76-80 (2013)",2026-02-15,,,6j; 6k; 6l; 6n,10,10,10,10,10,10
326,Efficacy of NS5A Inhibitors Against Hepatitis C Virus Genotypes 1-7 and Escape Variants,"Gottwein,J.M., Pham,L.V., Mikkelsen,L.S., Ghanem,L., Ramirez,S., Scheel,T.K.H., Carlsen,T.H.R. and Bukh,J.",29274866,Gastroenterology (2017) In press,2026-02-15,,,,2,2,2,2,2,2
327,Sequencing analysis of the full-length ORF of Chinese Hepatitis C virus isolates,"Wang,N., Lu,J., Tao,W., Xiang,X., Xie,Q. and Zhong,J.",,Unpublished,2026-02-15,,,3a; 6a,3,3,3,3,3,3
328,Proteolytic processing and membrane association of putative nonstructural proteins of hepatitis C virus,"Hijikata,M., Mizushima,H., Tanji,Y., Komoda,Y., Hirowatari,Y., Akagi,T., Kato,N., Kimura,K. and Shimotohno,K.",7504283,"Proc. Natl. Acad. Sci. U.S.A. 90 (22), 10773-10777",2026-02-15,,,1b,1,1,1,1,1,1
329,"Complete genomes of hepatitis C virus (HCV) subtypes 6c, 6l, 6o, 6p and 6q: completion of a full panel of genomes for HCV genotype 6","Lu,L., Li,C., Fu,Y., Gao,F., Pybus,O.G., Abe,K., Okamoto,H., Hagedorn,C.H. and Murphy,D.",17412981,"J. Gen. Virol. 88 (PT 5), 1519-1525 (2007)",2026-02-15,,,6c; 6l; 6o; 6p; 6q,5,5,5,5,5,5
330,Amino Acid Polymorphisms Within the Entire HCV NS5A Region in Estonian Chronic HCV 1b Patients With Different Treatment Response,"Kuznetsova,T., Tallo,T., Brjalin,V., Reshetnjak,I., Salupere,R., Priimagi,L., Katargina,O., Smirnova,M., Jansons,J. and Tefanova,V.",24358043,"Hepat Mon 13 (12), E14481 (2013)",2026-02-15,,,1b,0,29,0,0,0,0
331,Coding-complete genome sequences of two hepatitis C virus genotype 5 variants including one assigned to putative subtype 5b,"Murphy,D.G., Mouammine,A., Lin,L., Hu,X. and Carpenter,M.",40960343,"Microbiol Resour Announc 14 (10), e0027625 (2025)",2026-02-15,,,1h; 5a,2,2,4,2,2,2
332,Sequence heterogeneity of NS5A and core proteins of hepatitis C virus and virological responses to pegylated-interferon/ribavirin combination therapy,"El-Shamy,A., Shoji,I., Saito,T., Watanabe,H., Ide,Y.H., Deng,L., Kawata,S. and Hotta,H.",21371092,"Microbiol. Immunol. 55 (6), 418-426 (2011)",2026-02-15,,,1b,0,53,0,0,0,0
333,Molecular cloning of Hepatitis C virus genome from a single Japanese patient,"Cho,M.J.",,Unpublished,2026-02-15,,,1b,1,1,1,1,1,1
334,The entire nucleotide sequences of three hepatitis C virus isolates in genetic groups 7-9 and comparison with those in the other eight genetic groups,"Tokita,H., Okamoto,H., Iizuka,H., Kishimoto,J., Tsuda,F., Miyakawa,Y. and Mayumi,M.",9714232,"J. Gen. Virol. 79 (PT 8), 1847-1857 (1998)",2026-02-15,,,1b; 1d; 2c; 2j; 2k; 2q; 4a; 4d; 4l; 4m; 6b; 6d; 6h; 6k,4,4,20,4,4,4
335,Construction and characterization of a new hepatitis C virus genotype 6a subgenomic replicon that is prone to render the sofosbuvir resistance,"Liu,C., Guo,M., Han,L., Lu,J., Xiang,X., Xie,Q., Nouhin,J., Duong,V., Tong,Y. and Zhong,J.",,J Med Virol 95 (9) (2023) In press,2026-02-15,,,6a,7,7,7,7,7,7
336,"Identification of a New HCV Subtype 6xg Among Injection Drug Users in Kachin, Myanmar","Ye,M., Chen,X., Wang,Y., Duo,L., Zhang,C. and Zheng,Y.T.",31057519,"Front Microbiol 10, 814 (2019)",2026-02-15,,,1a; 3a; 3b; 6e; 6n; 6xa,3,3,27,3,3,3
337,Direct Submission,"Favarato,M., Renesto,A., Antonello,J., Corradini,D., Tiozzo,S., Simonato,M. and Gani,A.",,Submitted (11-OCT-2018) Department of Clinical Pat,2026-02-15,,,,1,1,1,1,1,1
338,Direct Submission,"Valenca,I.N. and Slavov,S.N.",,Submitted (10-JUN-2020) Blood Center of Ribeirao P,2026-02-15,,,1a,1,1,0,0,0,0
339,Whole genome pyrosequencing of rare hepatitis C virus genotypes enhances subtype classification and identification of naturally occurring drug resistance variants,"Newman,R.M., Kuntzen,T., Weiner,B., Berical,A., Charlebois,P., Kuiken,C., Murphy,D.G., Simmonds,P., Bennett,P., Lennon,N.J., Birren,B.W., Zody,M.C., Allen,T.M. and Henn,M.R.",23136221,"J. Infect. Dis. 208 (1), 17-31 (2013)",2026-02-15,,,2c; 2k; 2m; 3g; 3i; 4g; 4g?; 4k; 4l; 4m; 4n; 4o; 4r; 4v,31,31,31,31,31,31
340,First genome characterization of a novel hepatitis C virus genotype 5 variant,"Henquell,C., Yameogo,S. and Sangare,L.",26807921,Infect. Genet. Evol. (2016) In press,2026-02-15,,,5a,1,1,1,1,1,1
341,"HCV Genotype 6a Escape from and Resistance to Velpatasvir, Pibrentasvir, and Sofosbuvir in Robust Infectious Cell Culture Models","Pham,L.V., Ramirez,S., Gottwein,J.M., Fahnoe,U., Li,Y.P., Pedersen,J. and Bukh,J.",29454794,Gastroenterology (2018) In press,2026-02-15,,,6a,6,6,6,6,6,6
342,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Schulze zur Wiesch,J., Kim,A., Lauer,G., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (18-NOV-2008) Broad Institute of MIT and,2026-02-15,,,1b,1,1,1,1,1,1
343,Molecular epidemiology of HCV genotypes among injection drug users in Taiwan: Full-length sequences of two new subtype 6w strains and a recombinant form_2b6w,"Lee,Y.M., Lin,H.J., Chen,Y.J., Lee,C.M., Wang,S.F., Chang,K.Y., Chen,T.L., Liu,H.F. and Chen,Y.M.",19950240,"J. Med. Virol. 82 (1), 57-68 (2009)",2026-02-15,,,6w,3,3,3,3,3,3
344,First identification of a recombinant form of hepatitis C virus in Austrian patients by full-genome next generation sequencing,"Stelzl,E., Haas,B., Bauer,B., Zhag,S., Fiss,E.H., Hillman,G., Hamilton,A.T., Mehta,R., Heil,M.L., Marins,E.G., Santner,B.I. and Kessler,H.H.",,Unpublished,2026-02-15,,,,1,1,1,1,1,1
345,Inhibition of intracellular hepatitis C virus replication by synthetic and vector-derived small interfering RNAs,"Yokota,T., Sakamoto,N., Enomoto,N., Tanabe,Y., Miyagishi,M., Maekawa,S., Yi,L., Kurosaki,M., Taira,K., Watanabe,M. and Mizusawa,H.",12740604,"EMBO Rep 4 (6), 602-608 (2003)",2026-02-15,,,,1,1,1,1,1,1
346,"Frequent antiviral treatment failures in patients infected with hepatitis C virus genotype 4, subtype 4r","Fourati,S., Rodriguez,C., Hezode,C., Soulier,A., Ruiz,I., Poiteau,L., Chevaliez,S. and Pawlotsky,J.M.",30125371,Hepatology (2018) In press,2026-02-15,,,4r,5,5,5,5,5,5
347,Characterization of Hepatitis C Virus Recombination in Cameroon by use of Nonspecific Next-Generation Sequencing,"Mounchili Njifon,A., Nouhin,J., Heang,V., Messanga,L.L. and Njouom,R.",,Unpublished,2026-02-15,,,,1,1,1,1,1,1
348,Direct Submission,"Sasinovich,S., Prilipov,A., Isaguliants,M. and Znoiko,O.",,Submitted (05-MAR-2015) Department of Microbiology,2026-02-15,,,1b,0,1,1,1,1,1
349,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Talal,A.H., Jacobson,I.M., Lake-Bakaar,G.V., Edlin,B.R., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (30-JUN-2008) Broad Institute of MIT and,2026-02-15,,,1b,1,1,1,1,1,1
350,Whole genome sequencing and drug resistance analysis of Hepatitis C virus (HCV) 'unusual' subtypes 6xa and 3b relapse case following direct-acting antiviral (DAA) treatment: A study from India,"Tomar,S., Gangopadhayya,A., Barman,B., Ghuge,O., Teja,B., Bastin,C., Lamare,B., Ramdasi,A., Lyngdoh,V.W., Lole,K.S. and Kaur,H.",,Unpublished,2026-02-15,,,3b; 6xa,4,4,4,4,4,4
351,Partial abrogation of antiviral activity of interferon by the NS5A protein of hepatitis C virus,"Song,J., Wang,F., Itoh,M. and Hotta,H.",,Unpublished,2026-02-15,,,1b,0,2,0,0,0,0
352,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (17-APR-2008) Broad Institute of MIT and,2026-02-15,,,1b,1,1,1,1,1,1
353,Full genome sequence of three isolates of hepatitis C virus subtype 4b from Portugal,"Koletzki,D., Dumont,S., Vermeiren,H., Peixe,P., Nina,J., Camacho,R.J. and Stuyver,L.J.",19050819,"Arch. Virol. 154 (1), 127-132 (2009)",2026-02-15,,,4w,3,3,3,3,3,3
354,A single nucleotide insertion in the 5'-untranslated region of hepatitis C virus leads to enhanced cap-independent translation,"Zhang,J., Yamada,O., Ito,T., Akiyama,M., Hashimoto,Y., Yoshida,H., Makino,R., Masago,A., Uemura,H. and Araki,H.",10497111,"Virology 261 (2), 263-270 (1999)",2026-02-15,,,,1,1,1,1,1,1
355,In Vitro Activity of BMS-790052 on Hepatitis C Virus Genotype 4 NS5A,"Wang,C., Jia,L., Huang,H., Qiu,D., Valera,L., Huang,X., Sun,J.H., Nower,P.T., O'Boyle,D.R. II, Gao,M. and Fridell,R.A.",22203595,"Antimicrob. Agents Chemother. 56 (3), 1588-1590 (2",2026-02-15,,,4a,0,3,0,0,0,0
356,A new HCV genotype 6 subtype designated 6v was confirmed with three complete genome sequences,"Wang,Y., Xia,X., Li,C., Maneekarn,N., Xia,W., Zhao,W., Feng,Y., Kung,H.F., Fu,Y. and Lu,L.",19179105,"J. Clin. Virol. 44 (3), 195-199 (2009)",2026-02-15,,,6v,3,3,3,3,3,3
357,New efficient replication system with hepatitis C virus genome derived from a patient with acute hepatitis C,"Mori,K., Abe,K., Dansako,H., Ariumi,Y., Ikeda,M. and Kato,N.",18406345,"Biochem Biophys Res Commun 371 (1), 104-109 (2008)",2026-02-15,,,1b,1,1,1,1,1,1
358,Hepatitis c virus and Human pegivirus 2 surveillance in a large cameroonian cohort,"Rodgers,M.A., Holzmayer,V., Vallari,A., Olivo,A., Forberg,K., Fuhrman,J., Coller,K.E., Awazi,B., Kenmenge Sidje,J.B., Frankel,M.B., Berg,M.G., Mbanya,D., Ndembi,N. and Cloherty,G.A.",,Unpublished,2026-02-15,,,1e; 1g; 1h; 1l; 2a; 2j; 2q; 4a; 4f; 4m; 4p; 4t; 4v,3,5,77,7,7,6
359,NS regions' sequence of HA-719-resistant HCV GT1b replicon cells,"Baba,M., Ito,W. and Toyama,M.",,Unpublished,2026-02-15,,,1b,1,1,1,1,1,1
360,Construction and characterization of Genotype-3 hepatitis C virus replicon revealed critical genotype-3-specific polymorphism for drug resistance and viral fitness,"Guo,M., Lu,J., Gan,T., Xiang,X., Xu,Y., Xie,Q. and Zhong,J.",31542377,"Antiviral Res. 171, 104612 (2019)",2026-02-15,,,3a,2,2,2,2,2,2
361,Direct Submission,"Lu,J., Zhao,H., Jiang,Y., Zhang,F., Zhang,Y., Lin,X., Wu,J., Xu,C., Liu,X. and Wang,Y.",,Submitted (20-NOV-2010) State Key Laboratory for M,2026-02-15,,,6a,1,1,1,1,1,1
362,Identification and characterization of a natural inter-genotypic (2b/1b) recombinant hepatitis C virus in Japan,"Yokoyama,K., Takahashi,M., Nishizawa,T., Nagashima,S., Jirintai,S., Yotsumoto,S., Okamoto,H. and Momoi,M.Y.",21643787,"Arch Virol 156 (9), 1591-1601 (2011)",2026-02-15,,,1b,1,1,2,1,1,1
363,Direct Submission,"Lohmann,V.",,Submitted (08-JAN-2022) Department of Molecular Vi,2026-02-15,,,,2,2,2,2,2,2
364,"The complete coding sequence of hepatitis C virus genotype 5a, the predominant genotype in South Africa","Chamberlain,R.W., Adams,N.J., Taylor,L.A., Simmonds,P. and Elliott,R.M.",9223423,"Biochem. Biophys. Res. Commun. 236 (1), 44-49 (199",2026-02-15,,,5a,1,1,1,1,1,1
365,Characterization of Hepatitis C Virus in Cameroon by use of Nonspecific Next-Generation Sequencing,"Mounchili Njifon,A., Nouhin,J., Heang,V., Messanga,L.L. and Njouom,R.",,Unpublished,2026-02-15,,,4f,1,1,1,1,1,1
366,"Complete genome sequencing and phylogenetic analysis of HCV isolates from China reveals a new subtype, designated 6u","Xia,X., Zhao,W., Tee,K.K., Feng,Y., Takebe,Y., Li,Q., Pybus,O.G. and Lu,L.",18712831,"J. Med. Virol. 80 (10), 1740-1746 (2008)",2026-02-15,,,6xa,3,3,3,3,3,3
367,"Origin of hepatitis C virus genotype 3 in Africa as estimated through an evolutionary analysis of the full-length genomes of nine subtypes, including the newly sequenced 3d and 3e","Li,C., Lu,L., Murphy,D.G., Negro,F. and Okamoto,H.",24795446,"J. Gen. Virol. 95 (PT 8), 1677-1688 (2014)",2026-02-15,,,3a; 3b; 3h,9,9,9,9,9,9
368,"Sequencing Analysis of NS3/4A, NS5A, and NS5B from Patients Infected with HCV Genotype 5 and 6","Ku,K.S., Chodavarapu,R.K., Martin,R., Miller,M.D., Mo,H. and Svarovskaia,E.S.",27147726,J. Clin. Microbiol. (2016) In press,2026-02-15,,,5a; 6a; 6e; 6f; 6i; 6j; 6l; 6n; 6o; 6p,14,27,26,26,26,26
369,Hepatitis C virus genotype 5a subgenomic replicons for evaluation of direct-acting antiviral agents,"Wose Kinge,C.N., Espiritu,C., Prabdial-Sing,N., Sithebe,N.P., Saeed,M. and Rice,C.M.",24982066,"Antimicrob. Agents Chemother. 58 (9), 5386-5394 (2",2026-02-15,,,5a,4,4,4,4,4,4
370,Nucleotide sequence of hepatitis C virus (type 3b) isolated from a Japanese patient with chronic hepatitis C,"Chayama,K., Tsubota,A., Koida,I., Arase,Y., Saitoh,S., Ikeda,K. and Kumada,H.",7996156,"J. Gen. Virol. 75 (PT 12), 3623-3628 (1994)",2026-02-15,,,3b,1,1,2,1,1,1
371,On Hepatitis C Virus Evolution: The Interaction between Virus and Host towards Treatment Outcome,"Bittar,C., Jardim,A.C., Yamasaki,L.H., Carareto,C.M., Pinho,J.R., Lemey,P., de Carvalho-Mello,I.M. and Rahal,P.",23638063,"PLoS ONE 8 (4), E62393 (2013)",2026-02-15,,,3a,0,420,0,0,0,0
372,Determination of full-length sequence and resistance associated substitution of hepatitis C virus subtype 3b,"Huang,J., Xu,R., Rong,X. and Fu,Y.",,Unpublished,2026-02-15,,,3b,1,1,1,1,1,1
373,Genome sequence of the hepatitis C virus subtype 6n isolated from Malaysia,"Ng,K.T., Lee,Y.M., Al-Darraji,H.A., Xia,X., Takebe,Y., Chan,K.G., Lu,L., Mahadeva,S., Kamarulzaman,A. and Tee,K.K.",23409272,"Genome Announc 1 (1), E00168-12 (2013)",2026-02-15,,,6n,1,1,1,1,1,1
374,Novel HCV Genotype 4d Infectious Systems and Assessment of Direct-Acting Antivirals and Antibody Neutralization,"Pham,L.V., Vel,R., Fahn,U., Collignon,L., Bajpai,P., S,C., Weis,N., Holmbeck,K., Prentoe,J. and Bukh,J.",36423136,"Viruses 14 (11), 2527 (2022)",2026-02-15,,,4d,7,7,7,7,7,7
375,Novel infectious cDNA clones of hepatitis C virus genotype 3a (strain S52) and 4a (strain ED43): genetic analyses and in vivo pathogenesis studies,"Gottwein,J.M., Scheel,T.K., Callendret,B., Li,Y.P., Eccleston,H.B., Engle,R.E., Govindarajan,S., Satterfield,W., Purcell,R.H., Walker,C.M. and Bukh,J.",20200247,"J. Virol. 84 (10), 5277-5293 (2010)",2026-02-15,,,3a; 4a,2,2,2,2,2,2
376,Direct Submission,"Soliman,H.K., Ahmed,O.S., Abouelhoda,M., Bahnassy,A. and Zekri,A.R.N.",,"Submitted (25-FEB-2020) Cancer Biology Department,",2026-02-15,,,1b; 3a; 4a; 4l,2,2,3,2,1,1
377,"Phylogenetic diversity in NS5A of hepatitis C virus in Russia, West Siberia","Svirin,K.A., Kartashov,M.Y. and Zheleznova,A.S.",,Unpublished,2026-02-15,,,1b; 3a,0,84,0,0,0,0
378,Direct Submission,"Xu,R. and Fu,Y.",,Submitted (01-MAR-2022) Institute of Clinical Bloo,2026-02-15,,,3a; 3b,120,120,120,120,120,120
379,Cloning and characterisation of rare HCV genotype 5a from India,"Choudhary,M.C., Gupta,E., Natarajan,V., Pandey,P., Vashistha,C. and Sarin,S.K.",,Unpublished,2026-02-15,,,5a,1,1,1,1,1,1
380,Direct Submission,"Maunye,T.K., Selabe,S.G., Gededzha,M.P., Blackard,J.T. and Rakgole,J.N.",,"Submitted (04-APR-2022) Virology, Sefako Makgatho ",2026-02-15,,,5a,0,2,0,0,0,0
381,Treatment of a identified with a novel genotype 7b variant of hepatitis C virus Treatment of a identified with a novel genotype 7b variant of hepatitis C virus,"Sonderup,M.W., Smuts,H. and Spearman,W.",,Unpublished,2026-02-15,,,1b; 3a; 4v; 7b,1,1,0,0,0,0
382,Development of hepatitis C virus Gt 4 cell culture system,"Koshy,A., Soni,S., Veerapu,N.S. and Aggarwal,R.",,Unpublished,2026-02-15,,,4a,1,1,1,1,1,1
383,Direct Submission,"Ostankova,Y.V., Reingardt,D.E. and Balde,T.A.",,Submitted (06-DEC-2023) Immunology and viroligy of,2026-02-15,,,2c; 2j; 2k; 2q,0,11,0,0,0,0
384,Experimental infection of chimpanzees with hepatitis C virus of genotype 5a: genetic analysis of the virus and generation of a standardized challenge pool,"Bukh,J., Apgar,C.L., Engle,R., Govindarajan,S., Hegerich,P.A., Tellier,R., Wong,D.C., Elkins,R. and Kew,M.C.",9806059,"J. Infect. Dis. 178 (4), 1193-1197 (1998)",2026-02-15,,,5a,1,1,1,1,1,1
385,Complete nucleotide sequence of genotype 4 hepatitis C viruses isolated from patients co-infected with human immunodeficiency virus type 1,"Franco,S., Tural,C., Clotet,B. and Martinez,M.A.",17023084,"Virus Res. 123 (2), 161-169 (2007)",2026-02-15,,,4a; 4d,2,2,2,2,2,2
386,"Persistence of NS5B-S282T, a sofosbuvir resistance-associated substitution, in a HIV/HCV-coinfected MSM with risk of onward transmission","Newsum,A.M., Molenkamp,R., van der Meer,J.T., Rebers,S.P., Prins,M., van der Valk,M. and Schinkel,J.",30227918,"J. Hepatol. 69 (4), 968-970 (2018)",2026-02-15,,,1a; 4d,0,5,6,4,4,4
387,Genotypic features of hepatitis C virus circulating in the Sverdlovsk region,"Piterskiy,M.V. and Kashin,V.D.",,Unpublished,2026-02-15,,,1a; 1b; 2a; 3a,21,11,27,23,20,18
388,Direct Submission,"Mounchili Njifon,A., Nouhin,J., Heang,V. and Njouom,R.",,"Submitted (28-AUG-2025) Virology, Centre Pasteur o",2026-02-15,,,4f,1,1,1,1,1,1
389,"Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and 3k, and a unique genotype 3 variant","Lu,L., Li,C., Yuan,J., Lu,T., Okamoto,H. and Murphy,D.G.",23152370,"J. Gen. Virol. 94 (PT 3), 543-548 (2013)",2026-02-15,,,3g; 3h; 3k; 8a,5,5,5,5,5,5
390,Sequence Heterogeneity in NS5A of Hepatitis C Virus Genotypes 2a and 2b and Clinical Outcome of Pegylated-Interferon/Ribavirin Therapy,"El-Shamy,A., Shoji,I., Kim,S.R., Ide,Y., Imoto,S., Deng,L., Yoon,S., Fujisawa,T., Tani,S., Yano,Y., Seo,Y., Azuma,T. and Hotta,H.",22319571,"PLoS ONE 7 (2), E30513 (2012)",2026-02-15,,,2a; 2b,0,52,0,0,0,0
391,Conservation in China of a novel group of HCV variants dating to six centuries ago,"An,Y., Wu,T., Wang,M., Lu,L., Li,C., Zhou,Y., Fu,Y. and Chen,G.",25043585,"Virology 464-465C, 21-25 (2014)",2026-02-15,,,6g; 6w,6,6,6,6,6,6
392,"The genetic history of novel subtypes of genotype 6 found in the Li ethnic minority of Baisha County, China","Xu,R.",,Unpublished,2026-02-15,,,1b; 6a; 6g; 6w,38,42,45,45,45,45
393,NS5 gene sequence of Hepatitis C virus,"Chan,P.D.",,Unpublished,2026-02-15,,,3b; 6a,0,20,20,20,20,20
394,Analysis of HCV Isolates Among the Li Ethnic in Hainan Island of South China Reveals Their HCV-6 Unique Evolution and a New Subtype,"Wu,T., Xing,Z., Yuan,M., Ge,J., Yuan,G., Liang,K., Wu,B., Xiao,F., Li,C., Zhou,Y., Lin,F. and Lu,L.",30396187,"Cell. Physiol. Biochem. 50 (5), 1832-1839 (2018) I",2026-02-15,,,1b; 6w,2,2,2,2,2,2
395,"Identification of a Novel Hepatitis C Virus Genotype from Punjab, India - Expanding Classification of Hepatitis C Virus into 8 Genotypes","Borgia,S.M., Hedskog,C., Parhy,B., Hyland,R.H., Stamm,L.M., Brainard,D.M., Subramanian,M.G., McHutchison,J.G., Mo,H., Svarovskaia,E. and Shafran,S.D.",29982508,J. Infect. Dis. (2018) In press,2026-02-15,,,8a,4,4,4,4,4,4
396,Direct Submission,"Kichatova,V.S., Karlsen,A.A., Solonin,S.A., Isaeva,O.V., Kyuregyan,K.K. and Mikhaylov,M.I.",,Submitted (04-JUN-2018) Russian Medical Academy of,2026-02-15,,,3a,0,0,0,0,0,0
397,Whole-genome sequencing of human Pegivirus variant from an Egyptian patient co-infected with hepatitis C virus: a case report,"Soliman,H.K., Abouelhoda,M., El Rouby,M.N., Ahmed,O.S., Esmat,G., Hassan,Z.K., Hafez,M.M., Mehaney,D.A., Selvaraju,M., Darwish,R.K., Osman,Y.A. and Zekri,A.N.",31711510,"Virol. J. 16 (1), 132 (2019)",2026-02-15,,,4n,1,1,1,1,1,1
398,"Complete genome sequences of hepatitis C virus 12 isolates representing subtypes: 4a, 4q, and nine unclassified","Li,C., Lu,L. and Murphy,D.G.",,Unpublished,2026-02-15,,,4v,2,2,2,2,2,2
399,HCV Genotype4a-KM,"Tsukiyama-Kohara,K., Kohara and M.",,Unpublished,2026-02-15,,,,1,1,1,1,1,1
400,Characterization of full-length hepatitis C virus genotype 4 sequences,"Timm,J., Neukamm,M., Kuntzen,T., Kim,A.Y., Chung,R.T., Brander,C., Lauer,G.M., Walker,B.D. and Allen,T.M.",17439522,"J. Viral Hepat. 14 (5), 330-337 (2007)",2026-02-15,,,4a; 4d,8,8,8,8,8,8
