RefID,Title,Author,MedlineID,Journal,DateEntered,InternalAnno,AnnoCode,CometSubtypes,IncludeNS3Pos36_175,IncludeNS5APos26_93,Includes S282,Includes S282 + 4 other RAS positions,Includes S282 + 5 other RAS positions,Includes S282 + all positions
401,An expanded taxonomy of hepatitis C virus genotype 6: Characterization of 22 new full-length viral genomes,"Li,C., Barnes,E., Newton,P.N., Fu,Y., Vongsouvath,M., Klenerman,P., Okamoto,H., Abe,K., Pybus,O.G. and Lu,L.",25589238,"Virology 476C, 355-363 (2015)",2026-02-15,,,6a; 6d; 6e; 6h; 6j; 6n; 6p; 6r; 6s; 6w,22,22,22,22,22,22
402,cDNA clones of a prevalent hepatitis C virus genotype 6n (strain CP164) and genetic analysis,"Cun,W. and Li,Y.",,Unpublished,2026-02-15,,,6n,1,1,1,1,1,1
403,cDNA clones of a prevalent hepatitis C virus genotype 6n (strain CP16): Genetic analysis and replication in cultured cells,"Cun,W. and Li,Y.",,Unpublished,2026-02-15,,,,1,1,1,1,1,1
404,Naturally Occurring Inhibitor Resistance Mutations to Direct-Acting Antivirals in the Hepatitis C Virus NS5A and NS5B,"Nguyen,L., Hall,N., Sheerin,D., Dunford,L., Gray,E., O'Leary,A., Nguyen,L.A., Connell,J., Carr,M., Hall,W., Bergin,C., De Gascun,C. and Norris,S.",,Unpublished,2026-02-15,,,1a; 1b,0,0,60,60,60,60
405,Full-length characterization of hepatitis C virus subtype 3a reveals novel hypervariable regions under positive selection during acute infection,"Humphreys,I., Fleming,V., Fabris,P., Parker,J., Schulenberg,B., Brown,A., Demetriou,C., Gaudieri,S., Pfafferott,K., Lucas,M., Collier,J., Huang,K.H., Pybus,O.G., Klenerman,P. and Barnes,E.",19740991,"J. Virol. 83 (22), 11456-11466 (2009)",2026-02-15,,,3a,18,18,18,18,18,18
406,Evaluation of antiviral effects of novel NS5A inhibitors in hepatitis C virus cell culture system with full-genome infectious clones,"Murayama,A., Fujiwara,K., Yamada,N., Shiina,M., Aly,H.H., Masaki,T., Muramatsu,M., Wakita,T. and Kato,T.",30118732,"Antiviral Res. 158, 161-170 (2018)",2026-02-15,,,2b,0,1,0,0,0,0
407,Direct Submission,"Younas,S. and Sumrin,A.",,Submitted (23-MAY-2022) Centre for Applied Molecul,2026-02-15,,,3a,0,3,0,0,0,0
408,Direct Submission,"Lu,J., Zhao,H., Jiang,Y., Zhang,F., Lin,X., Zhang,Y., Wu,J., Liu,X., Xu,C. and Wang,Y.",,Submitted (20-NOV-2010) State Key Laboratory for M,2026-02-15,,,3a,1,1,1,1,1,1
409,Baseline Hepatitis C Virus NS5A Resistance-Associated Polymorphisms in Mexico,"Angulo-Medina,L.A., Lopez Luis,B.A., Rodriguez-Diaz,R.A. and Soto-Ramirez,L.E.",,Unpublished,2026-02-15,,,1a,0,53,0,0,0,0
410,Full genome sequences of a novel (3i) and predominant (3a) Hepatitis C virus subtypes from India,"Arankalle,V.A., Gupte,G.M., Ramdasi,A.Y. and Kulkarni,A.S.",,Indian J Gastroenterol (2010) In press,2026-02-15,,,3a,1,1,1,1,1,1
411,Direct Submission,"Maryam,M. and Idrees,M.",,Submitted (16-FEB-2016) Centre of Excellence in Mo,2026-02-15,,,3a,1,1,0,0,0,0
412,Full-length genome sequences of hepatitis C virus subtype 4f,"Hmaied,F., Legrand-Abravanel,F., Nicot,F., Garrigues,N., Chapuy-Regaud,S., Dubois,M., Njouom,R., Izopet,J. and Pasquier,C.",17947520,"J. Gen. Virol. 88 (PT 11), 2985-2990 (2007)",2026-02-15,,,4f,2,2,2,2,2,2
413,"Hepatitis C virus genotype 7, a new genotype originating from central Africa","Murphy,D.G., Sablon,E., Chamberland,J., Fournier,E., Dandavino,R. and Tremblay,C.L.",25520447,"J. Clin. Microbiol. 53 (3), 967-972 (2015)",2026-02-15,,,7a,1,1,1,1,1,1
414,"Expression, Purification and Characterization of Hepatitis C Virus Proteins from Pakistani isolate","Anwar,M.I., Ehrenberg,A., Abdurakhmanov,E., Iqbal,M. and Danielson,H.",,Unpublished,2026-02-15,,,3a,0,0,1,1,1,1
415,Development of an Infectious Cell Culture System for Hepatitis C Virus Genotype 6a Clinical Isolate Using a Novel Strategy and Its Sensitivity to Direct-Acting Antivirals,"Chen,M., Zheng,F., Yuan,G., Duan,X., Rong,L., Liu,J., Feng,S., Wang,Z., Wang,M., Feng,Y., Zhou,Q., Li,J., Deng,K., Li,C., Xia,J., Rao,G., Zhou,Y., Fu,Y. and Li,Y.P.",30564209,"Front Microbiol 9, 2950 (2018)",2026-02-15,,,,1,1,1,1,1,1
416,New insights regarding HCV-NS5A structure/function and indication of genotypic differences,"Yamasaki,L.H., Arcuri,H.A., Jardim,A.C., Bittar,C., de Carvalho-Mello,I.M. and Rahal,P.",22239820,"Virol. J. 9, 14 (2012)",2026-02-15,,,3a,0,179,0,0,0,0
417,Full-length sequences of 11 hepatitis C virus genotype 2 isolates representing five subtypes and six unclassified lineages with unique geographical distributions and genetic variation patterns,"Li,C., Cao,H., Lu,L. and Murphy,D.",22357752,"J. Gen. Virol. 93 (PT 6), 1173-1184 (2012)",2026-02-15,,,2a; 2d; 2e; 2j; 2k; 2m; 2r,11,11,11,11,11,11
418,HCV genome-wide analysis for development of efficient culture systems and unravelling of antiviral resistance in genotype 4,"Pham,L.V., Pedersen,M.S., Fahnoe,U., Fernandez-Antunez,C., Humes,D., Schonning,K., Ramirez,S. and Bukh,J.",33833066,Gut (2021) In press,2026-02-15,,,,1,1,1,1,1,1
419,Hepatitis C virus NS5A genotype 2c from Argentina,"Rivero,C.W., Minassian,M.L. and Oubina,J.R.",,Unpublished,2026-02-15,,,2c,0,1,0,0,0,0
420,Natural prevalence of NS5A polymorphisms in subjects infected with hepatitis C virus genotype 3 and their effects on the antiviral activity of NS5A inhibitors,"Hernandez,D., Zhou,N., Ueland,J., Monikowski,A. and McPhee,F.",23384816,"J. Clin. Virol. 57 (1), 13-18 (2013)",2026-02-15,,,3a; 3b,0,105,0,0,0,0
421,Phylogenetic analysis of hepatitis C virus isolates indicates a unique pattern of endemic infection in Cameroon,"Ndjomou,J., Pybus,O.G. and Matz,B.",12917453,"J. Gen. Virol. 84 (PT 9), 2333-2341 (2003)",2026-02-15,,,1b; 1e; 1h; 1l; 2a; 2j; 4a; 4f; 4l; 4v,1,1,36,1,1,1
422,Hepatitis C virus genotype 5 variability in treatment naive patients in South Africa,"Maunye,T.K., Selabe,S.G., Gededzha,M.P., Blackard,J.T. and Rakgole,J.N.",,Unpublished,2026-02-15,,,5a,4,5,7,7,7,7
423,Direct Submission,"Simicic,P.",,Submitted (18-JAN-2022) Department of Immunologica,2026-02-15,,,1a; 1b; 3a,260,300,300,300,300,300
424,Complete genomic sequences for hepatitis C virus subtypes 6e and 6g isolated from Chinese patients with injection drug use and HIV-1 co-infection,"Li,C., Fu,Y., Lu,L., Ji,W., Yu,J., Hagedorn,C.H. and Zhang,L.",16789024,"J. Med. Virol. 78 (8), 1061-1069 (2006)",2026-02-15,,,6e; 6g,2,2,2,2,2,2
425,Sequencing of NS5A region of HCV genotype 3 in Brazilian patients with chronic disease,"Malta,F.M., Pinho,J.R.R. and Mello,I.M.V.G.C.",,Unpublished,2026-02-15,,,3a,0,32,0,0,0,0
426,Direct Submission,"Di Stefano,M.",,Submitted (27-AUG-2021) Department of Clinical and,2026-02-15,,,4a; 4d; 4o; 4v,17,17,17,17,17,17
427,Variability of the nonstructural 5A protein of hepatitis C virus type 3a isolates and relation to interferon sensitivity,"Castelain,S., Khorsi,H., Roussel,J., Francois,C., Jaillon,O., Capron,D., Penin,F., Wychowski,C., Meurs,E. and Duverlie,G.",11865413,"J. Infect. Dis. 185 (5), 573-583 (2002)",2026-02-15,,,3a,0,27,0,0,0,0
428,Identification of a new hepatitis C genotype 7 subtype from Uganda highlights the need to characterise HCV further in Africa,"Davis,C., Hughes,J., Wilkie,G., Young,L., Sandhu,M. and Thomson,E.C.",,Unpublished,2026-02-15,,,2j; 7a,1,1,1,1,1,1
429,Nucleotide sequence of the genomic RNA of hepatitis C virus isolated from a human carrier: comparison with reported isolates for conserved and divergent regions,"Okamoto,H., Okada,S., Sugiyama,Y., Kurai,K., Iizuka,H., Machida,A., Miyakawa,Y. and Mayumi,M.",1658196,"J. Gen. Virol. 72 (PT 11), 2697-2704 (1991)",2026-02-15,,,1a; 1b; 2a; 2b,1,1,4,1,1,1
430,Full-genome nucleotide sequence of a hepatitis C virus variant (isolate name VAT96) representing a new subtype within the genotype 2 (arbitrarily 2k),"Samokhvalov,E.I., Hijikata,M., Gylka,R.I., Lvov,D.K. and Mishiro,S.",10872881,"Virus Genes 20 (2), 183-187 (2000)",2026-02-15,,,2k,1,1,1,1,1,1
431,Identification of two novel hepatitis C virus subtype 2 from Tunisia (2v and 2w),"Rajhi,M., Haddad-Boubaker,S., Chouikha,A., Bourquain,D., Michel,J., Hammami,W., Sadraoui,A., Touzi,H., Ghedira,K. and Triki,H.",33705445,"PLoS One 16 (3), e0248249 (2021)",2026-02-15,,,2j,6,6,6,6,6,6
432,A refined long RT-PCR technique to amplify complete viral RNA genome sequences from clinical samples: application to a novel hepatitis C virus variant of genotype 6,"Lu,L., Nakano,T., Smallwood,G.A., Heffron,T.G., Robertson,B.H. and Hagedorn,C.H.",15847930,"J. Virol. Methods 126 (1-2), 139-148 (2005)",2026-02-15,,,6l,1,1,1,1,1,1
433,Distribution of Primary Resistance Mutations in Saint Petersburg in Patients with Chronic Hepatitis C,"Valutite,D., Ostankova,Y., Semenov,A., Lyalina,L. and Totolian,A.",35626210,"Diagnostics (Basel) 12 (5), 1054 (2022)",2026-02-15,,,1a; 1b; 3a,15,20,22,20,10,4
434,Hepatitis C virus genotype distribution in China: predominance of closely related subtype 1b isolates and existence of new genotype 6 variants,"Lu,L., Nakano,T., He,Y., Fu,Y., Hagedorn,C.H. and Robertson,B.H.",15714489,"J. Med. Virol. 75 (4), 538-549 (2005)",2026-02-15,,,1a; 1b; 2a; 2j; 3a; 3b; 6a; 6l; 6n; 6w,4,4,140,4,4,4
435,Analysis of the complete open reading frame of genotype 2b hepatitis C virus in association with the response to peginterferon and ribavirin therapy,"Kadokura,M., Maekawa,S., Sueki,R., Miura,M., Komase,K., Shindo,H., Amemiya,F., Uetake,T., Inoue,T., Sakamoto,M., Nakagawa,M., Sakamoto,N., Watanabe,M. and Enomoto,N.",21935415,"PLoS ONE 6 (9), E24514 (2011)",2026-02-15,,,2b,60,60,60,59,59,59
436,Association of hepatitis C virus genotype 2 spread with historic slave trade and commerce routes in Western Africa,"Postigo-Hidalgo,I., Magassouba,N., Soropogui,B., Fichet-Calvet,E. and Drexler,J.F.",36533141,"Virus Evol 8 (2), veac066 (2022)",2026-02-15,,,2c; 2j; 2k; 2q,16,17,25,17,17,17
437,"Full length cDNA sequence of HCV genotype 2a, strain MD2a-5","Itakura,J., Nagayama,K., Enomoto,N., Kurosaki,M., Watanabe,H. and Sato,C.",,Unpublished,2026-02-15,,,2a,1,1,1,1,1,1
438,Direct Submission,"Soliman,H.K., Ahmed,O.S., Abouelhoda,M., Bahnassy,A.A. and Zekri,A.N.",,"Submitted (20-JAN-2020) Cancer Biology Department,",2026-02-15,,,4a,1,1,1,1,1,1
439,Direct Submission,"Kichatova,V.S., Karlsen,A.A., Solonin,S.A., Isaeva,O.V., Kyuregyan,K.K. and Mikhaylov,M.I.",,Submitted (22-MAY-2018) Russian Medical Academy of,2026-02-15,,,1b,0,0,0,0,0,0
440,Direct Submission,"Yousaf,T., Idrees,M. and Naz,W.",,Submitted (06-JUN-2014) Centre of Excellence in Mo,2026-02-15,,,3a,0,1,0,0,0,0
441,Hepatitis C virus subtype 3a isolate PaK non-structural protein NS5a gene,"Saleem,S. and Idrees,M.",,Unpublished,2026-02-15,,,3a,0,30,0,0,0,0
442,Comparison of Daclatasvir Resistance Barriers on NS5A from Hepatitis C Virus Genotypes 1 to 6: Implications for Cross-Genotype Activity,"Wang,C., Jia,L., O'Boyle,D.R. II, Sun,J.H., Rigat,K., Valera,L., Nower,P., Huang,X., Kienzle,B., Roberts,S., Gao,M. and Fridell,R.A.",24936600,"Antimicrob. Agents Chemother. 58 (9), 5155-5163 (2",2026-02-15,,,5a; 6a,0,4,0,0,0,0
443,"HCV genotype-3a T cell immunity: specificity, function and impact of therapy","Humphreys,I.S., von Delft,A., Brown,A., Hibbert,L., Collier,J.D., Foster,G.R., Rahman,M., Christian,A., Klenerman,P. and Barnes,E.",22337948,Gut (2012) In press,2026-02-15,,,3a,3,3,3,3,3,3
444,Direct Submission,"Saleem,S. and Idrees,M.",,"Submitted (09-SEP-2015) CEMB, University of the Pu",2026-02-15,,,3a,0,99,0,0,0,0
445,Over-expression and characterization of NS3 and NS5A of Hepatitis C virus genotype 3a,"Anwar,M.I., Iqbal,M., Yousef,M.S. and Rahman,M.",24238670,"Microb. Cell Fact. 12 (1), 111 (2013)",2026-02-15,,,3a; 3b,1,1,0,0,0,0
446,Prevalence of resistant-associated variants (RAVs) to NS5A inhibitors in a cohort of direct acting antiviral (DAAs)-naive Mexican patients infected with hepatitis C virus genotype 1b. Results of an initial exploratory study,"Angulo-Medina,L.A., Rodriguez-Diaz,R.A., Orta-Resendiz,A., Sixtos-Alonso,S., Sanchez-Avila,J.F. and Soto-Ramirez,L.E.",,Unpublished,2026-02-15,,,1b,0,8,0,0,0,0
447,Resistance-associated substitutions (RASs) to HCV direct-acting antivirals (DAAs) in Kyrgyzstan,"Kartashov,M.Y., Svirin,K.A., Bekbolotov,A.A., Narmatova,E.B., Krivosheina,E.I., Gladysheva,A.V., Chub,E.V. and Gashnikova,N.M.",,Unpublished,2026-02-15,,,1a; 1b; 3a,18,32,38,0,0,0
448,Direct Submission,"Saleem,S., Idrees,M., Akram,M., Afzal,S., Fatima,Z. and Khubaib,B.",,Submitted (23-DEC-2012) Center of Excellence in Mo,2026-02-15,,,3a,0,10,0,0,0,0
449,Direct Submission,"Rehman,I., Butt,S., Idrees,M., Zubair,M., Manzoor,S., Rafique,S., Awan,Z., Akbar,H., Akram,M., Khubaib,B., Aftab,M. and Sabir,F.",,Submitted (22-JUN-2009) National Centre of Excelle,2026-02-15,,,3a,0,1,0,0,0,0
450,Characteristic sequence changes of hepatitis C virus genotype 2b associated with sustained biochemical response to IFN therapy,"Tanabe,Y., Nagayama,K., Enomoto,N., Izumi,N., Tazawa,J., Kurosaki,M., Sakamoto,N., Sato,C. and Watanabe,M.",15850465,"J. Viral Hepat. 12 (3), 251-261 (2005)",2026-02-15,,,2b,20,20,20,20,20,20
451,Direct Submission,"Saleem,S. and Idrees,M.",,Submitted (23-DEC-2012) Center of Excellence in Mo,2026-02-15,,,3a,0,14,0,0,0,0
452,Down-regulation of translation driven by hepatitis C virus internal ribosomal entry site by the 3' untranslated region of RNA,"Murakami,K., Abe,M., Kageyama,T., Kamoshita,N. and Nomoto,A.",11402859,"Arch. Virol. 146 (4), 729-741 (2001)",2026-02-15,,,2b,1,1,1,1,1,1
453,In Vitro Activity of Daclatasvir on Hepatitis C Virus Genotype 3 NS5A,"Wang,C., Valera,L., Jia,L., Kirk,M.J., Gao,M. and Fridell,R.A.",23089758,"Antimicrob. Agents Chemother. 57 (1), 611-613 (201",2026-02-15,,,3a,0,3,0,0,0,0
454,Direct Submission,"Lu,J., Jiang,Y., Zhao,H., Zhang,F., Liu,X., Xu,C., Lin,X., Wu,J., Zhang,Y. and Wang,Y.",,Submitted (20-NOV-2010) State Key Laboratory for M,2026-02-15,,,3a,1,1,1,1,1,1
455,Hepatitis c virus infection and drug resistance,"Xie,Y.",,Unpublished,2026-02-15,,,2a,1,1,1,1,1,1
456,Direct Submission,"Asad,S., Ijaz,B., Gull,S., Hussnain,T. and Hassan,S.",,Submitted (04-APR-2013) Center of Excellence in Mo,2026-02-15,,,3a,0,1,0,0,0,0
457,Novel cell culture-adapted genotype 2a hepatitis C virus infectious clone,"Date,T., Kato,T., Kato,J., Takahashi,H., Morikawa,K., Akazawa,D., Murayama,A., Tanaka-Kaneko,K., Sata,T., Tanaka,Y., Mizokami,M. and Wakita,T.",22787209,"J. Virol. 86 (19), 10805-10820 (2012)",2026-02-15,,,2a,2,2,2,2,2,2
458,Genomic variation studies in NS5A of HCV-3A Pakistani isolate,"Sabri,S., Khan,M.I., Rafique,S., Ali,A., Iqbal,K. and Iqbal,M.",,Unpublished,2026-02-15,,,3a,0,1,0,0,0,0
459,Prevalence and Factors Related to Natural Resistance-Associated Substitutions to Direct-Acting Antivirals in Patients with Genotype 1 Hepatitis C Virus Infection,"Esposito,I., Marciano,S., Haddad,L., Galdame,O., Franco,A., Gadano,A., Flichman,D. and Trinks,J.",30577623,"Viruses 11 (1), 3 (2019)",2026-02-15,,,1a; 1b,66,84,75,0,0,0
460,Direct Submission,"Li,W.",,Submitted (23-APR-2025) Clinical Laboratory Center,2026-02-15,,,2a,1,1,1,1,1,1
461,Direct Submission,"Valutite,D.E., Ostankova,Y.V. and Semenov,A.V.",,Submitted (02-MAR-2022) Immunology and Virology of,2026-02-15,,,1b,0,1,0,0,0,0
462,Direct Submission,"Aftab,A., Idrees,M. and Maryam,M.",,"Submitted (19-AUG-2019) CEMB, University of The Pu",2026-02-15,,,3a,0,1,0,0,0,0
463,Genotyping and treatment issues with 'unusual' HCV 1 subtypes,"Caudai,C., Pierotti,P., Rossetti,B., Blanc,P. and Zazzi,M.",40011316,"Eur J Clin Microbiol Infect Dis 44 (5), 1265-1271 ",2026-02-15,,,1e; 1g,2,2,2,2,2,2
464,"Analysis of the 5'NC, E1, E2 and NS5 genome regions of the hepatitis C virus","Vizmanos,J.L.",,"Thesis (1996) Genetics Dept., University of Navarr",2026-02-15,,,1a; 1b,0,16,16,16,16,16
465,First complete genome of HCV-1a form Pakistani isolate and its phylogenetic analysis with complete genome of rest of world,"Hussain,A. and Idrees,M.",23805872,"Virol. J. 10 (1), 211 (2013)",2026-02-15,,,1a,1,1,1,1,1,1
466,"Complete genome sequencing and evolutionary analysis of HCV subtype 6xg from IDUs in Yunnan, China","Chen,M., Ma,Y., Chen,H., Dai,J., Luo,H., Jia,M. and Song,Z.",31095618,"PLoS ONE 14 (5), e0217010 (2019)",2026-02-15,,,6n,8,8,8,8,8,8
467,Complete characterisation of HCV genotype 3a from India,"Choudhary,M.C., Natarajan,V., Mishra,G., Tripathi,R., Gupta,E., Singh,T., Trehanpati,N., Kazim,S.N., Kumar,M.S. and Sarin,S.K.",,Unpublished,2026-02-15,,,3a,5,5,5,5,5,5
468,Direct Submission,"Saleem,S. and Idrees,M.",,"Submitted (14-SEP-2015) Cemb, University of the Pu",2026-02-15,,,3a,0,59,0,0,0,0
469,Genome sequences of four hepatitis C virus variants from China representing new genotype 6 members and a novel subtype,"Lu,L., Nakano,T., Fu,Y., Miller,S., Kuiken,C., Negro,F., Hagedorn,C.H. and Robertson,B.H.",,Unpublished,2026-02-15,,,6l; 6n,2,2,2,2,2,2
470,Identification of Indian sub-continent as hotspot for HCV genotype 3a origin by Bayesian evolutionary reconstruction,"Choudhary,M.C., Natarajan,V., Pandey,P., Gupta,E., Sharma,S., Tripathi,R., Kumar,M.S., Kazim,S.N. and Sarin,S.K.",25224661,"Infect. Genet. Evol. 28, 87-94 (2014)",2026-02-15,,,3a,9,9,9,9,9,9
471,Direct Submission,"Liu,W.-C.",,Submitted (24-JAN-2019) Department of Internal Med,2026-02-15,,,6g; 6w,3,3,3,3,3,3
472,Direct Submission,"Saleem,S. and Idrees,M.",,"Submitted (11-SEP-2015) Cemb, University of the Pu",2026-02-15,,,3a,0,97,0,0,0,0
473,Direct Submission,"Luo,S., Zhang,P., Fu,Y., Li,T. and Li,C.",,Submitted (11-MAR-2020) Department of Transfusion ,2026-02-15,,,6a,1,1,1,1,1,1
474,Direct Submission,"Naz,W., Idrees,M. and Yousaf,T.",,Submitted (06-JUN-2014) Centre of Excellence in Mo,2026-02-15,,,3a,0,1,0,0,0,0
475,Complete nucleotide sequence of the genome of Hepatitis C Virus type 3a (CB),"Shukla,D.D., Chaturvedi,S., Cao,J.Y. and Hoyne,P.A.",,Unpublished,2026-02-15,,,3a,1,1,1,1,1,1
476,Hepatitis C Viral Entry Inhibitors Promote a Sustained Viral Suppression by Replication Inhibitors in Persistently-Infected Huh7 Cultures,"Bush,C.O., Greenstein,A.E., Delaney,W.E. IV and Beran,R.K.",,Unpublished,2026-02-15,,,2a,4,1,0,0,0,0
477,"Hepatitis C virus quasispecies variability modulates nonstructural protein 5A transcriptional activation, pointing to cellular compartmentalization of virus-host interactions","Pellerin,M., Lopez-Aguirre,Y., Penin,F., Dhumeaux,D. and Pawlotsky,J.M.",15078944,"J. Virol. 78 (9), 4617-4627 (2004)",2026-02-15,,,1b,0,0,0,0,0,0
478,Patterns of HCV transmission in HIV-infected and HIV-negative men having sex with men,"Ramiere,C., Charre,C., Miailhes,P., Bailly,F., Radenne,S., Uhres,A.C., Brochier,C., Godinot,M., Chiarello,P., Pradat,P. and Cotte,L.",30810158,Clin. Infect. Dis. (2019) In press,2026-02-15,,,1a; 3a; 4d,0,20,124,0,0,0
479,Sequence analysis of hepatitis C virus isolated from a fulminant hepatitis patient,"Kato,T., Furusaka,A., Miyamoto,M., Date,T., Yasui,K., Hiramoto,J., Nagayama,K., Tanaka,T. and Wakita,T.",11424123,"J Med Virol 64 (3), 334-339 (2001)",2026-02-15,,,2a,6,6,6,6,6,6
480,Entire nucleotide sequence and characterization of a hepatitis C virus of genotype V/3a,"Sakamoto,M., Akahane,Y., Tsuda,F., Tanaka,T., Woodfield,D.G. and Okamoto,H.",8021605,"J. Gen. Virol. 75 (PT 7), 1761-1768 (1994)",2026-02-15,,,3a,1,1,1,1,1,1
481,Relapse with NS5A cross - resistant HCV variant after cure treatment with ledipasvir/sofosbuvir in a Turkish patient with chronic hepatitis C,"Sayan,M. and Sarigul,F.",,Unpublished,2026-02-15,,,2b,0,1,0,0,0,0
482,Development of full-length cell culture infectious clone and subgenomic replicon for genotype 3a isolate of hepatitis C virus,"Chen,M. and Li,Y.-P.",,J Gen Virol (2022) In press,2026-02-15,,,,2,2,2,2,2,2
483,Direct Submission,"Gasich,E., Kabankova,N. and Gudel,H.",,Submitted (07-MAR-2022) Laboratory for HIV and opp,2026-02-15,,,1a; 1b; 3a,0,25,0,0,0,0
484,Hepatitis C virus: an infectious molecular clone of a second major genotype (2a) and lack of viability of intertypic 1a and 2a chimeras,"Yanagi,M., Purcell,R.H., Emerson,S.U. and Bukh,J.",10489358,"Virology 262 (1), 250-263 (1999)",2026-02-15,,,2a,1,1,1,1,1,1
485,"Clinical, Virological Characteristics, and Outcomes of Treatment with Sofosbuvir/Ledipasvir in Two Pediatric Patients Infected by HCV Genotype 4","Marascio,N., Mazzitelli,M., Pavia,G., Giancotti,A., Barreca,G.S., Costa,C., Pisani,V., Greco,G., Serapide,F., Trecarichi,E.M., Casalinuovo,F., Liberto,M.C., Matera,G. and Torti,C.",31060315,"Cells 8 (5), E416 (2019)",2026-02-15,,,4a; 4d,0,2,0,0,0,0
486,"Full length cDNA sequence of HCV genotype 2a, strain MD2a-2","Itakura,J., Nagayama,K., Enomoto,N., Kurosaki,M., Watanabe,H. and Sato,C.",,Unpublished,2026-02-15,,,2a,1,1,1,1,1,1
487,Intra-host evolution of multiple genotypes of hepatitis C virus in a chronically infected patient with HIV along a 13-year follow-up period,"Culasso,A.C., Bare,P., Aloisi,N., Monzani,M.C., Corti,M. and Campos,R.H.",24418566,"Virology 449, 317-327 (2014)",2026-02-15,,,1a; 2a; 3a,0,0,0,0,0,0
488,Direct Submission,"Lu,J., Zhao,H., Jiang,Y., Zhang,F., Wu,J., Zhang,Y., Liu,X., Xu,C., Lin,X. and Wang,Y.",,Submitted (20-NOV-2010) State Key Laboratory for M,2026-02-15,,,2a,1,1,1,1,1,1
489,Prevalence of hepatitis C virus variants resistant to NS3 protease inhibitors or the NS5A inhibitor (BMS-790052) in hepatitis patients with genotype 1b,"Suzuki,F., Sezaki,H., Akuta,N., Suzuki,Y., Seko,Y., Kawamura,Y., Hosaka,T., Kobayashi,M., Saito,S., Arase,Y., Ikeda,K., Kobayashi,M., Mineta,R., Watahiki,S., Miyakawa,Y. and Kumada,H.",22658798,"J. Clin. Virol. 54 (4), 352-354 (2012)",2026-02-15,,,1a; 1b,295,295,0,0,0,0
490,First NGS full genome characterization of a hepatitis C virus genotype 7 divergent subtype,"Salmona,M., Caporossi,A., Simmonds,P., Thelu,M.A., Fusillier,K., Delarue,S.M., De Castro,N., LeGoff,J., Chaix,M.L., Francois,O., Simon,F., Morand,P., Larrat,S. and Maylin,S.",27515394,Clin. Microbiol. Infect. (2016) In press,2026-02-15,,,2b; 3a; 7b,1,1,2,1,1,1
